id,retailer,long_wgs,lat_wgs,size_band,size_code
1010012375,Midcounties Co-operative,-1.208368521,51.76049065,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010015401,Tesco,-1.298237994,51.75094475,"< 3,013 ft2 (280m2)",Small convenience
1010014897,Sainsburys,-1.257632242,51.75169105,"< 3,013 ft2 (280m2)",Small convenience
1010012377,Midcounties Co-operative,-1.263497862,51.75831963,"< 3,013 ft2 (280m2)",Small convenience
1010006858,Waitrose,-1.284157415,51.79412169,"< 3,013 ft2 (280m2)",Small convenience
1010001515,Marks and Spencer,-1.258753206,51.75115634,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010006451,Tesco,-1.235524007,51.74763642,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010017218,Spar,-4.764539972,50.34457998,"< 3,013 ft2 (280m2)",Small convenience
1010018954,Tesco,-4.792397403,50.33373381,"< 3,013 ft2 (280m2)",Small convenience
1010017214,Spar,-4.883570479,50.38327282,"< 3,013 ft2 (280m2)",Small convenience
1010018673,Farmfoods,-4.789543715,50.33808632,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010003297,Sainsburys,-3.588789627,50.42101854,"30,138 ft2 > (2,800 m2)",Very large
1010019730,Spar,-3.59692,50.45517,"< 3,013 ft2 (280m2)",Small convenience
1010007439,Lidl,-3.563675898,50.43618652,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010018462,Spar,-4.400682897,55.86896051,"< 3,013 ft2 (280m2)",Small convenience
1010010972,Iceland,-4.406464623,55.84651049,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010017133,Spar,1.112912254,52.76278987,"< 3,013 ft2 (280m2)",Small convenience
1010004304,Tesco,0.844403624,52.83056245,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Large
1010013951,Aldi,0.951112425,52.67046465,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010009323,The Co-operative Group,0.941001965,52.68142475,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010017424,Spar,-2.75136647,54.66510213,"< 3,013 ft2 (280m2)",Small convenience
1010014331,Iceland,-2.759531181,54.66018452,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010012810,Marks and Spencer,-2.750073594,54.66276881,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
1010012366,Scottish Midland Co-operative,-3.270826457,56.54408925,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Mid-size
