lsoa11cd,FHRSID
E01001997,30
E01001998,110
E01001999,76
E01002000,74
E01002001,52
E01002002,51
E01002003,108
E01002004,95
E01002005,32
E01002006,57
E01002007,22
E01002008,21
E01002009,46
E01002010,18
E01002011,22
E01002013,37
E01002014,66
E01002015,55
E01002016,64
E01002017,50
E01002018,32
E01002019,38
E01002020,27
E01002021,35
E01002022,27
E01002023,27
E01002024,48
E01002025,36
E01002026,108
E01002027,114
E01002028,88
E01002029,98
E01002030,99
E01002031,105
E01002032,93
E01002033,104
E01002034,76
E01002036,73
E01002037,43
E01002038,71
E01002039,43
E01002040,52
E01002041,72
E01002042,69
E01002043,78
E01002044,61
E01002045,87
E01002046,98
E01002047,65
E01002048,88
E01002049,92
E01002050,98
E01002051,99
E01002052,74
E01002053,105
E01002054,105
E01002055,103
E01002056,73
E01002057,65
E01002058,52
E01002059,65
E01002060,49
E01002061,60
E01002062,59
E01002063,65
E01002064,74
E01002065,70
E01002066,106
E01002067,79
E01002068,96
E01002069,107
E01002070,83
E01002071,95
E01002072,109
E01002073,90
E01002074,69
E01002075,38
E01002076,59
E01002077,67
E01002078,26
E01002079,65
E01002080,69
E01002081,109
E01002082,60
E01002083,104
E01002084,75
E01002085,104
E01002086,61
E01002087,85
E01002088,58
E01002089,63
E01002090,22
E01002091,33
E01002092,53
E01002093,32
E01002094,44
E01002095,57
E01002096,37
E01002097,40
E01002098,71
E01002099,90
E01002100,37
E01002101,53
E01002102,62
E01002103,79
E01002104,40
E01002105,83
E01002106,11
E01002107,24
E01002108,14
E01002109,10
E01002110,13
E01002111,12
E01002112,8
E01002113,5
E01002114,6
E01002115,13
E01002116,48
E01002117,7
E01002118,49
E01002119,49
E01002120,25
E01002121,32
E01002122,56
E01002123,50
E01002124,28
E01002125,46
E01002126,46
E01002127,42
E01002128,51
E01002129,51
E01002130,56
E01002131,41
E01002132,21
E01002133,27
E01002134,21
E01002135,26
E01002136,26
E01002137,15
E01002138,30
E01002139,12
E01002140,15
E01002141,15
E01002142,14
E01002143,15
E01002144,7
E01002145,10
E01002146,6
E01002147,6
E01002148,8
E01002149,6
E01002150,7
E01002151,7
E01002152,6
E01002153,29
E01002154,9
E01002155,11
E01002156,12
E01002157,16
E01002158,20
E01002159,30
E01002160,34
E01002161,20
E01002162,26
E01002163,22
E01002164,38
E01002165,35
E01002166,33
E01002167,29
E01002168,30
E01002169,49
E01002170,28
E01002171,31
E01002172,23
E01002173,18
E01002174,15
E01002175,18
E01002176,16
E01002177,15
E01002178,12
E01002179,39
E01002180,43
E01002181,59
E01002182,65
E01002183,40
E01002184,43
E01002185,21
E01002186,10
E01002187,10
E01002188,15
E01002189,13
E01002190,4
E01002191,19
E01002192,14
E01002193,14
E01002194,14
E01002195,12
E01002196,8
E01002197,25
E01002198,27
E01002199,29
E01002200,30
E01002201,24
E01002202,25
E01002203,27
E01002204,24
E01002206,26
E01002207,23
E01002208,21
E01002209,19
E01002210,19
E01002211,46
E01002212,42
E01002213,35
E01002214,23
E01002215,24
E01002216,26
E01002217,34
E01002218,42
E01002219,41
E01002220,40
E01002221,42
E01002222,30
E01002223,23
E01002224,32
E01002225,3
E01002226,6
E01002227,2
E01002228,8
E01002229,6
E01002230,5
E01002231,39
E01002232,36
E01002233,40
E01002234,38
E01002235,43
E01002236,38
E01002237,42
E01002238,24
E01002239,26
E01002240,31
E01002241,26
E01002242,35
E01002243,73
E01002244,51
E01002245,69
E01002246,11
E01002247,37
E01002248,22
E01002249,46
E01002250,24
E01002251,16
E01002252,10
E01002253,7
E01002254,12
E01002255,15
E01002256,12
E01002257,28
E01002258,11
E01002259,7
E01002260,15
E01002261,17
E01002262,20
E01002263,9
E01002264,23
E01002265,12
E01002266,15
E01002267,9
E01002268,11
E01002269,3
E01002270,12
E01002271,3
E01002272,20
E01002273,2
E01002274,16
E01002275,26
E01002276,22
E01002277,9
E01002278,28
E01002279,10
E01002280,25
E01002281,9
E01002282,29
E01002283,10
E01002284,33
E01002285,7
E01002286,18
E01002287,17
E01002288,7
E01002289,17
E01002290,11
E01002291,23
E01002292,12
E01002293,21
E01002294,7
E01002295,15
E01002296,3
E01002297,38
E01002298,15
E01002299,23
E01002300,12
E01002301,19
E01002302,19
E01002303,7
E01002304,5
E01002305,5
E01002306,7
E01002307,7
E01002308,16
E01002309,13
E01002310,16
E01002311,12
E01002312,22
E01002313,23
E01002314,30
E01002315,26
E01002316,35
E01002317,26
E01002318,36
E01002319,26
E01002320,28
E01002321,20
E01002322,10
E01002323,27
E01002324,16
E01002325,24
E01002326,25
E01002327,23
E01002328,14
E01002329,13
E01002330,10
E01002331,20
E01002332,22
E01002333,10
E01002334,6
E01002335,27
E01002336,13
E01002337,8
E01002338,16
E01002339,32
E01002340,60
E01002341,9
E01002342,18
E01002343,7
E01002344,15
E01002345,15
E01002346,17
E01002347,15
E01002348,4
E01002349,4
E01002350,83
E01002351,41
E01002352,67
E01002353,83
E01002354,26
E01002355,34
E01002356,92
E01002358,90
E01002359,31
E01002360,32
E01002361,33
E01002362,25
E01002363,29
E01002364,26
E01002365,18
E01002366,22
E01002367,31
E01002368,7
E01002369,13
E01002370,16
E01002371,13
E01002372,16
E01002373,15
E01002374,15
E01002375,15
E01002376,22
E01002377,12
E01002378,6
E01002379,17
E01002380,19
E01002381,23
E01002382,23
E01002383,19
E01002384,33
E01002385,3
E01002386,29
E01002387,27
E01002388,22
E01002389,15
E01002390,29
E01002391,9
E01002392,21
E01002393,17
E01002394,45
E01002395,39
E01002396,40
E01002397,42
E01002398,35
E01002399,40
E01002400,20
E01002401,19
E01002402,15
E01002403,16
E01002404,11
E01002405,9
E01002406,66
E01002407,74
E01002408,26
E01002409,27
E01002410,23
E01002411,14
E01002412,19
E01002413,21
E01002414,17
E01002415,19
E01002416,16
E01002417,31
E01002418,14
E01002419,17
E01002420,28
E01002421,6
E01002422,19
E01002423,19
E01002424,20
E01002425,10
E01002426,39
E01002427,29
E01002428,9
E01002429,5
E01002430,12
E01002431,15
E01002432,16
E01002433,16
E01002434,18
E01002435,31
E01002436,9
E01002437,14
E01002438,0
E01002439,7
E01002440,7
E01002441,7
E01002442,2
E01002443,8
E01002444,6
E01002445,13
E01002446,5
E01002447,8
E01002448,6
E01002449,9
E01002450,18
E01002451,19
E01002452,19
E01002453,9
E01002454,9
E01002455,25
E01002456,24
E01002457,25
E01002458,10
E01002459,11
E01002460,14
E01002461,0
E01002462,3
E01002463,22
E01002464,13
E01002465,23
E01002466,29
E01002467,35
E01002468,25
E01002469,25
E01002470,30
E01002471,30
E01002472,13
E01002473,0
E01002474,30
E01002475,5
E01002476,8
E01002477,13
E01002478,14
E01002479,20
E01002480,19
E01002481,11
E01002482,20
E01002483,24
E01002484,28
E01002485,22
E01002486,10
E01002487,17
E01002488,22
E01002489,47
E01002490,14
E01002491,23
E01002492,17
E01002493,16
E01002494,8
E01002495,22
E01002496,26
E01002497,16
E01002498,29
E01002499,16
E01002501,65
E01002502,81
E01002503,78
E01002504,46
E01002505,61
E01002506,66
E01002507,60
E01002508,48
E01002509,11
E01002511,20
E01002512,35
E01002513,10
E01002514,42
E01002515,32
E01002516,14
E01002518,12
E01002519,13
E01002520,39
E01002521,46
E01002523,46
E01002525,30
E01002526,17
E01002527,17
E01002528,11
E01002529,38
E01002530,13
E01002531,33
E01002532,25
E01002533,7
E01002534,19
E01002535,32
E01002536,19
E01002537,16
E01002538,7
E01002539,15
E01002540,25
E01002541,15
E01002542,16
E01002543,15
E01002544,33
E01002545,22
E01002546,33
E01002547,55
E01002548,33
E01002549,10
E01002550,27
E01002551,7
E01002552,34
E01002553,24
E01002554,35
E01002555,22
E01002556,19
E01002557,27
E01002558,22
E01002559,16
E01002560,19
E01002561,18
E01002562,27
E01002563,22
E01002564,38
E01002565,37
E01002566,23
E01002567,33
E01002568,31
E01002569,64
E01002570,69
E01002571,9
E01002572,14
E01002573,81
E01002574,73
E01002575,61
E01002576,26
E01002577,42
E01002578,12
E01002579,12
E01002580,22
E01002581,26
E01002582,31
E01002583,15
E01002584,10
E01002585,16
E01002586,13
E01002587,32
E01002588,25
E01002589,26
E01002590,45
E01002591,19
E01002592,18
E01002593,42
E01002594,26
E01002595,28
E01002596,20
E01002598,37
E01002599,40
E01002600,32
E01002601,10
E01002602,10
E01002603,43
E01002604,20
E01002605,19
E01002606,22
E01002607,21
E01002608,22
E01002609,20
E01002610,8
E01002611,33
E01002612,41
E01002613,20
E01002614,33
E01002615,26
E01002616,17
E01002617,8
E01002618,28
E01002619,49
E01002620,25
E01002621,55
E01002622,40
E01002623,39
E01002624,35
E01002625,40
E01002626,26
E01002627,22
E01002628,30
E01002629,43
E01002630,58
E01002631,66
E01002632,33
E01002633,19
E01002634,19
E01002635,36
E01002636,33
E01002637,52
E01002638,41
E01002639,94
E01002640,107
E01002641,112
E01002642,108
E01002643,62
E01002645,113
E01002646,80
E01002647,34
E01002648,102
E01002649,100
E01002650,23
E01002651,66
E01002652,41
E01002653,80
E01002654,19
E01002655,87
E01002656,16
E01002657,56
E01002658,36
E01002659,57
E01002660,53
E01002661,35
E01002662,93
E01002663,62
E01002664,85
E01002665,40
E01002666,39
E01002667,22
E01002668,32
E01002669,34
E01002670,22
E01002671,25
E01002672,20
E01002673,16
E01002674,40
E01002675,21
E01002676,21
E01002677,37
E01002678,8
E01002679,14
E01002680,17
E01002681,26
E01002682,21
E01002683,31
E01002684,32
E01002686,26
E01002687,51
E01002689,65
E01002690,71
E01002691,24
E01002692,37
E01002693,64
E01002694,109
E01002695,125
E01002696,108
E01002697,123
E01002698,88
E01002699,112
E01002700,106
E01002701,89
E01002702,94
E01002703,121
E01002704,106
E01002706,85
E01002707,108
E01002708,58
E01002709,81
E01002710,94
E01002711,104
E01002712,74
E01002713,75
E01002714,87
E01002715,57
E01002716,90
E01002717,80
E01002718,81
E01002719,78
E01002720,75
E01002721,72
E01002722,72
E01002723,134
E01002724,126
E01002725,135
E01002726,153
E01002727,119
E01002728,132
E01002729,143
E01002730,104
E01002731,85
E01002732,113
E01002733,88
E01002734,110
E01002735,92
E01002736,116
E01002737,118
E01002738,75
E01002739,71
E01002740,76
E01002741,69
E01002742,75
E01002743,66
E01002744,61
E01002745,71
E01002747,81
E01002748,97
E01002749,80
E01002751,120
E01002752,76
E01002753,70
E01002754,65
E01002755,53
E01002756,67
E01002757,60
E01002758,69
E01002759,59
E01002760,66
E01002762,91
E01002763,86
E01002764,69
E01002765,71
E01002766,52
E01002767,79
E01002768,70
E01002769,72
E01002770,56
E01002771,63
E01002772,64
E01002773,64
E01002774,78
E01002775,72
E01002776,130
E01002777,153
E01002778,146
E01002779,81
E01002780,84
E01002781,65
E01002782,149
E01002783,72
E01002784,78
E01002785,98
E01002786,82
E01002787,84
E01002788,96
E01002789,82
E01002790,96
E01002791,85
E01002792,109
E01002793,94
E01002794,106
E01002795,73
E01002796,73
E01002797,86
E01002798,96
E01002799,99
E01002800,103
E01002801,100
E01002802,103
E01002803,110
E01002804,67
E01002805,78
E01002806,84
E01002807,109
E01002808,103
E01002809,96
E01002810,92
E01002811,67
E01002812,69
E01002813,66
E01002814,81
E01002815,80
E01002816,61
E01002817,64
E01002818,43
E01002819,57
E01002820,70
E01002821,74
E01002822,73
E01002823,74
E01002824,70
E01002825,65
E01002826,51
E01002827,85
E01002828,87
E01002829,139
E01002830,135
E01002831,107
E01002832,125
E01002833,111
E01002834,77
E01002835,87
E01002836,81
E01002837,93
E01002838,81
E01002839,80
E01002840,43
E01002841,51
E01002842,40
E01002843,45
E01002844,50
E01002845,50
E01002846,92
E01002847,91
E01002848,88
E01002849,89
E01002850,70
E01002851,86
E01002852,87
E01002853,93
E01002854,110
E01002855,107
E01002856,106
E01002857,100
E01002858,69
E01002859,65
E01002860,68
E01002861,66
E01002862,63
E01002863,55
E01002864,51
E01002865,65
E01002866,76
E01002867,52
E01002868,78
E01002869,103
E01002870,91
E01002871,94
E01002872,106
E01002873,96
E01002874,100
E01002875,86
E01002876,47
E01002877,76
E01002878,88
E01002879,101
E01002880,82
E01002881,102
E01002882,100
E01002883,88
E01002884,97
E01002885,94
E01002886,115
E01002887,82
E01002888,84
E01002889,52
E01002890,71
E01002891,55
E01002892,63
E01002893,96
E01002894,93
E01002895,74
E01002896,71
E01002897,71
E01002898,72
E01002899,51
E01002900,36
E01002901,35
E01002902,49
E01002903,39
E01002904,29
E01002905,90
E01002906,56
E01002907,28
E01002908,30
E01002909,88
E01002910,69
E01002911,66
E01002912,47
E01002913,52
E01002914,64
E01002915,24
E01002916,29
E01002917,23
E01002918,22
E01002919,22
E01002920,9
E01002921,30
E01002922,24
E01002923,29
E01002924,23
E01002925,28
E01002926,12
E01002927,22
E01002928,30
E01002929,27
E01002930,31
E01002931,27
E01002932,23
E01002933,51
E01002934,29
E01002935,32
E01002937,57
E01002938,30
E01002939,18
E01002940,16
E01002941,16
E01002942,15
E01002943,8
E01002944,14
E01002945,10
E01002946,10
E01002947,13
E01002948,14
E01002949,16
E01002950,12
E01002951,19
E01002952,3
E01002953,3
E01002954,29
E01002955,7
E01002956,4
E01002957,7
E01002958,28
E01002959,5
E01002960,27
E01002961,21
E01002962,17
E01002963,30
E01002964,60
E01002965,39
E01002966,28
E01002967,23
E01002968,62
E01002969,40
E01002970,32
E01002971,57
E01002972,62
E01002973,22
E01002974,33
E01002975,7
E01002976,11
E01002977,6
E01002978,14
E01002979,7
E01002980,7
E01002981,19
E01002982,16
E01002983,8
E01002984,28
E01002985,31
E01002986,22
E01002987,26
E01002988,17
E01002989,24
E01002990,29
E01002991,20
E01002992,22
E01002993,21
E01002994,22
E01002995,29
E01002996,37
E01002997,27
E01002998,39
E01002999,27
E01003000,39
E01003001,27
E01003002,17
E01003003,28
E01003004,20
E01003005,24
E01003006,10
E01003007,9
E01003008,12
E01003009,7
E01003010,10
E01003011,38
E01003013,45
E01003014,53
E01003015,59
E01003016,63
E01003017,55
E01003018,82
E01003019,64
E01003020,106
E01003021,39
E01003022,34
E01003023,33
E01003024,33
E01003025,30
E01003026,35
E01003027,36
E01003028,29
E01003029,50
E01003030,31
E01003031,29
E01003032,39
E01003033,40
E01003034,62
E01003035,52
E01003036,59
E01003037,51
E01003038,47
E01003039,42
E01003040,38
E01003041,47
E01003042,33
E01003043,105
E01003044,112
E01003045,119
E01003046,119
E01003047,112
E01003048,113
E01003049,109
E01003050,106
E01003051,105
E01003052,105
E01003053,115
E01003054,45
E01003055,111
E01003056,128
E01003057,57
E01003058,116
E01003059,127
E01003060,115
E01003061,121
E01003062,42
E01003063,36
E01003064,49
E01003065,48
E01003066,52
E01003067,30
E01003068,39
E01003069,44
E01003070,40
E01003071,102
E01003072,46
E01003073,92
E01003074,100
E01003075,75
E01003076,60
E01003077,80
E01003078,36
E01003079,39
E01003080,46
E01003081,45
E01003082,35
E01003083,40
E01003084,42
E01003085,30
E01003086,31
E01003087,23
E01003088,103
E01003089,70
E01003090,78
E01003091,65
E01003092,68
E01003093,76
E01003094,80
E01003095,71
E01003096,120
E01003097,63
E01003098,57
E01003099,56
E01003100,57
E01003101,56
E01003102,55
E01003104,56
E01003105,42
E01003106,73
E01003107,51
E01003108,94
E01003109,43
E01003110,79
E01003111,47
E01003112,45
E01003113,59
E01003114,61
E01003115,56
E01003116,46
E01003117,52
E01003118,47
E01003119,55
E01003120,47
E01003121,60
E01003122,61
E01003123,61
E01003124,78
E01003125,80
E01003126,71
E01003127,74
E01003128,72
E01003129,71
E01003130,45
E01003131,39
E01003132,47
E01003133,35
E01003134,47
E01003135,38
E01003136,37
E01003137,39
E01003138,36
E01003139,50
E01003140,54
E01003141,42
E01003142,49
E01003143,44
E01003144,30
E01003145,45
E01003146,55
E01003147,42
E01003148,43
E01003149,28
E01003150,46
E01003151,48
E01003152,53
E01003153,52
E01003154,40
E01003155,49
E01003156,41
E01003157,42
E01003158,40
E01003159,32
E01003160,34
E01003161,47
E01003162,25
E01003163,26
E01003164,34
E01003165,31
E01003166,44
E01003167,47
E01003168,34
E01003169,35
E01003170,37
E01003171,29
E01003172,40
E01003173,32
E01003174,36
E01003175,33
E01003176,99
E01003177,99
E01003178,38
E01003179,42
E01003180,83
E01003181,56
E01003182,77
E01003183,60
E01003184,57
E01003185,68
E01003186,68
E01003187,57
E01003188,74
E01003189,19
E01003190,30
E01003191,21
E01003192,13
E01003193,28
E01003194,49
E01003195,28
E01003196,20
E01003197,26
E01003198,55
E01003199,93
E01003200,23
E01003201,85
E01003202,38
E01003203,99
E01003204,41
E01003205,75
E01003206,87
E01003207,96
E01003209,86
E01003210,85
E01003211,48
E01003212,50
E01003213,34
E01003214,32
E01003215,93
E01003216,71
E01003217,32
E01003218,19
E01003219,21
E01003220,35
E01003221,71
E01003222,23
E01003223,22
E01003224,40
E01003225,70
E01003226,38
E01003227,37
E01003228,35
E01003229,46
E01003230,40
E01003231,33
E01003232,31
E01003233,31
E01003235,20
E01003236,23
E01003237,21
E01003238,17
E01003239,26
E01003240,24
E01003241,24
E01003243,21
E01003244,33
E01003245,58
E01003246,64
E01003247,49
E01003248,35
E01003249,27
E01003250,43
E01003251,78
E01003252,73
E01003253,87
E01003254,30
E01003255,38
E01003256,41
E01003257,26
E01003258,17
E01003259,34
E01003260,26
E01003261,35
E01003262,41
E01003263,23
E01003264,16
E01003265,19
E01003266,19
E01003267,14
E01003268,18
E01003269,17
E01003270,16
E01003271,14
E01003272,33
E01003273,89
E01003274,45
E01003275,82
E01003276,36
E01003277,70
E01003278,75
E01003279,92
E01003280,27
E01003281,34
E01003282,98
E01003283,41
E01003284,74
E01003285,35
E01003286,25
E01003287,48
E01003288,87
E01003290,111
E01003291,110
E01003292,62
E01003293,91
E01003295,38
E01003296,82
E01003297,45
E01003298,56
E01003299,50
E01003300,90
E01003301,52
E01003302,54
E01003303,98
E01003304,96
E01003305,53
E01003307,42
E01003308,36
E01003309,62
E01003310,37
E01003311,33
E01003312,51
E01003313,63
E01003314,36
E01003315,39
E01003316,50
E01003317,73
E01003318,79
E01003319,80
E01003320,89
E01003321,60
E01003322,89
E01003323,94
E01003324,72
E01003325,87
E01003326,50
E01003327,52
E01003328,48
E01003329,51
E01003330,19
E01003331,38
E01003332,27
E01003333,52
E01003334,46
E01003335,49
E01003336,33
E01003337,35
E01003338,47
E01003339,45
E01003340,49
E01003341,48
E01003342,36
E01003343,42
E01003344,49
E01003345,28
E01003346,10
E01003347,7
E01003348,26
E01003349,24
E01003350,14
E01003351,17
E01003352,15
E01003353,25
E01003354,24
E01003355,45
E01003356,36
E01003357,38
E01003358,43
E01003359,42
E01003360,38
E01003361,14
E01003362,9
E01003363,9
E01003364,8
E01003365,24
E01003366,17
E01003367,42
E01003368,62
E01003369,54
E01003370,76
E01003371,71
E01003372,74
E01003373,40
E01003374,41
E01003375,26
E01003376,35
E01003377,46
E01003378,51
E01003379,47
E01003380,18
E01003381,15
E01003382,21
E01003383,40
E01003384,41
E01003385,39
E01003386,49
E01003387,44
E01003388,38
E01003389,43
E01003390,47
E01003391,39
E01003392,58
E01003393,51
E01003394,49
E01003395,46
E01003396,62
E01003397,51
E01003398,68
E01003399,23
E01003400,46
E01003401,48
E01003402,46
E01003403,40
E01003404,33
E01003405,51
E01003406,53
E01003407,57
E01003408,36
E01003409,57
E01003410,59
E01003411,42
E01003412,35
E01003413,30
E01003414,46
E01003415,29
E01003416,24
E01003417,14
E01003418,10
E01003419,10
E01003420,10
E01003421,4
E01003422,10
E01003423,16
E01003424,35
E01003425,39
E01003426,36
E01003427,34
E01003428,31
E01003429,18
E01003430,30
E01003431,41
E01003432,19
E01003433,19
E01003434,17
E01003435,11
E01003436,21
E01003437,20
E01003438,32
E01003439,35
E01003440,39
E01003441,24
E01003442,13
E01003443,11
E01003444,15
E01003445,14
E01003446,14
E01003447,15
E01003448,28
E01003449,37
E01003450,22
E01003451,14
E01003452,24
E01003453,39
E01003454,44
E01003455,39
E01003456,53
E01003457,49
E01003458,41
E01003459,42
E01003460,16
E01003461,38
E01003462,5
E01003463,3
E01003464,3
E01003465,17
E01003466,14
E01003467,15
E01003468,17
E01003469,27
E01003470,17
E01003471,15
E01003472,29
E01003473,23
E01003474,26
E01003475,28
E01003476,37
E01003477,27
E01003478,39
E01003479,12
E01003480,17
E01003481,11
E01003482,17
E01003483,22
E01003484,22
E01003485,10
E01003486,16
E01003487,15
E01003488,196
E01003489,170
E01003490,214
E01003491,169
E01003492,143
E01003493,175
E01003494,112
E01003495,93
E01003496,38
E01003497,52
E01003498,95
E01003499,84
E01003500,53
E01003501,68
E01003502,63
E01003503,58
E01003506,33
E01003507,80
E01003508,72
E01003509,79
E01003511,69
E01003512,28
E01003513,18
E01003514,21
E01003515,26
E01003516,25
E01003517,58
E01003518,20
E01003519,26
E01003520,163
E01003521,119
E01003522,165
E01003523,113
E01003524,196
E01003525,144
E01003526,132
E01003527,102
E01003528,84
E01003529,125
E01003530,95
E01003531,153
E01003532,132
E01003533,233
E01003534,109
E01003535,37
E01003536,38
E01003537,59
E01003538,34
E01003539,67
E01003540,31
E01003541,31
